time,congestion_from_road,congestion_to_road
2021-10-19 18:00:00,10431.0,1043.0
2021-10-19 16:00:00,208.0,211.0
2021-10-19 16:00:00,208.0,3770.0
2021-10-19 16:05:00,208.0,3770.0
2021-10-19 16:55:00,208.0,211.0
2021-10-19 17:35:00,208.0,209.0
2021-10-19 18:15:00,208.0,209.0
2021-10-19 18:25:00,208.0,209.0
2021-10-19 19:25:00,208.0,14606.0
2021-10-19 19:30:00,208.0,14606.0
2021-10-19 19:30:00,208.0,209.0
2021-10-19 16:30:00,8401.0,7592.0
2021-10-19 17:30:00,8401.0,7045.0
2021-10-19 18:05:00,8401.0,7592.0
2021-10-19 18:10:00,8401.0,7592.0
2021-10-19 18:25:00,8401.0,7592.0
2021-10-19 18:25:00,8401.0,7045.0
2021-10-19 19:15:00,8401.0,7592.0
2021-10-19 19:20:00,8401.0,7592.0
2021-10-19 18:05:00,2257.0,4950.0
2021-10-19 18:05:00,2257.0,10493.0
2021-10-19 18:10:00,2257.0,10493.0
2021-10-19 18:15:00,2257.0,14600.0
2021-10-19 18:20:00,2257.0,14600.0
2021-10-19 18:20:00,2257.0,2256.0
2021-10-19 18:25:00,2257.0,14600.0
2021-10-19 18:25:00,2257.0,4950.0
2021-10-19 18:35:00,2257.0,25255.0
2021-10-19 17:55:00,25686.0,20973.0
2021-10-19 18:00:00,25686.0,20973.0
2021-10-19 16:05:00,210.0,3770.0
2021-10-19 16:55:00,210.0,211.0
2021-10-19 17:25:00,210.0,211.0
2021-10-19 17:55:00,210.0,209.0
2021-10-19 17:55:00,210.0,211.0
2021-10-19 18:05:00,210.0,209.0
2021-10-19 18:05:00,210.0,3770.0
2021-10-19 18:15:00,210.0,209.0
2021-10-19 18:25:00,210.0,209.0
2021-10-19 18:35:00,210.0,209.0
2021-10-19 18:45:00,210.0,209.0
2021-10-19 19:00:00,210.0,209.0
2021-10-19 19:05:00,210.0,209.0
2021-10-19 19:25:00,210.0,14606.0
2021-10-19 19:30:00,210.0,14606.0
2021-10-19 19:30:00,210.0,209.0
2021-10-19 19:35:00,210.0,209.0
2021-10-19 17:00:00,209.0,14589.0
2021-10-19 17:00:00,209.0,4781.0
2021-10-19 17:45:00,209.0,1228.0
2021-10-19 18:00:00,209.0,208.0
2021-10-19 18:10:00,209.0,1228.0
2021-10-19 18:30:00,209.0,14589.0
2021-10-19 18:40:00,209.0,14589.0
2021-10-19 18:40:00,209.0,4781.0
2021-10-19 18:50:00,209.0,4781.0
2021-10-19 18:55:00,209.0,14589.0
2021-10-19 19:10:00,209.0,4781.0
2021-10-19 16:45:00,211.0,210.0
2021-10-19 17:40:00,211.0,210.0
2021-10-19 18:20:00,14563.0,30081.0
2021-10-19 18:25:00,14563.0,30081.0
2021-10-19 18:30:00,14563.0,30088.0
2021-10-19 18:35:00,14563.0,30088.0
2021-10-19 18:40:00,14563.0,30088.0
2021-10-19 18:45:00,14563.0,30081.0
2021-10-19 18:50:00,14563.0,30081.0
2021-10-19 19:00:00,14563.0,30081.0
2021-10-19 18:25:00,14564.0,21095.0
2021-10-19 18:15:00,14565.0,21096.0
2021-10-19 18:25:00,6380.0,6381.0
2021-10-19 18:55:00,6380.0,3256.0
2021-10-19 18:55:00,6380.0,6383.0
2021-10-19 18:55:00,6380.0,6381.0
2021-10-19 18:55:00,6380.0,6951.0
2021-10-19 17:50:00,6381.0,6380.0
2021-10-19 17:55:00,6381.0,6380.0
2021-10-19 18:05:00,6381.0,1003.0
2021-10-19 18:40:00,6381.0,6380.0
2021-10-19 19:30:00,6381.0,1003.0
2021-10-19 19:35:00,6381.0,1003.0
2021-10-19 19:50:00,6381.0,1003.0
2021-10-19 17:20:00,6383.0,3700.0
2021-10-19 17:35:00,6383.0,19264.0
2021-10-19 17:50:00,6383.0,3700.0
2021-10-19 17:50:00,6383.0,6382.0
2021-10-19 17:55:00,6383.0,3700.0
2021-10-19 17:55:00,6383.0,6382.0
2021-10-19 18:05:00,6383.0,6057.0
2021-10-19 18:10:00,6383.0,6382.0
2021-10-19 18:25:00,6383.0,19264.0
2021-10-19 19:10:00,6383.0,3700.0
2021-10-19 16:05:00,14589.0,4948.0
2021-10-19 16:55:00,14589.0,4948.0
2021-10-19 17:05:00,14589.0,4606.0
2021-10-19 17:10:00,14589.0,4948.0
2021-10-19 17:10:00,14589.0,4606.0
2021-10-19 17:40:00,14589.0,5507.0
2021-10-19 17:45:00,14589.0,5507.0
2021-10-19 17:55:00,14589.0,4948.0
2021-10-19 18:00:00,14589.0,4948.0
2021-10-19 18:05:00,14589.0,4606.0
2021-10-19 18:10:00,14589.0,4606.0
2021-10-19 18:20:00,14589.0,4948.0
2021-10-19 18:35:00,14589.0,4948.0
2021-10-19 18:45:00,14589.0,4606.0
2021-10-19 18:50:00,14589.0,4606.0
2021-10-19 19:10:00,14589.0,4948.0
2021-10-19 19:15:00,14589.0,4948.0
2021-10-19 19:30:00,14589.0,4948.0
2021-10-19 19:35:00,14589.0,4948.0
2021-10-19 19:45:00,14589.0,4606.0
2021-10-19 17:25:00,14590.0,211.0
2021-10-19 16:50:00,14588.0,14589.0
2021-10-19 16:55:00,14588.0,4781.0
2021-10-19 18:55:00,14588.0,14589.0
2021-10-19 19:10:00,14588.0,4781.0
2021-10-19 16:00:00,6404.0,4780.0
2021-10-19 16:00:00,6404.0,6405.0
2021-10-19 17:05:00,6404.0,6405.0
2021-10-19 17:25:00,6404.0,6405.0
2021-10-19 17:25:00,6404.0,6407.0
2021-10-19 17:30:00,6404.0,4780.0
2021-10-19 17:35:00,6404.0,6405.0
2021-10-19 17:35:00,6404.0,6407.0
2021-10-19 17:45:00,6404.0,6405.0
2021-10-19 17:55:00,6404.0,6407.0
2021-10-19 18:20:00,6404.0,6407.0
2021-10-19 18:45:00,6404.0,6405.0
2021-10-19 19:30:00,6404.0,6405.0
2021-10-19 19:35:00,6404.0,6407.0
2021-10-19 19:40:00,6404.0,6407.0
2021-10-19 19:45:00,6404.0,6405.0
2021-10-19 16:05:00,6405.0,1251.0
2021-10-19 16:55:00,6405.0,6404.0
2021-10-19 17:00:00,6405.0,1251.0
2021-10-19 17:15:00,6405.0,6404.0
2021-10-19 17:40:00,6405.0,1251.0
2021-10-19 17:40:00,6405.0,6404.0
2021-10-19 18:20:00,6405.0,1251.0
2021-10-19 18:25:00,6405.0,1251.0
2021-10-19 18:50:00,6405.0,1251.0
2021-10-19 18:55:00,6405.0,1251.0
2021-10-19 19:00:00,6405.0,1251.0
2021-10-19 19:15:00,6405.0,6404.0
2021-10-19 19:20:00,6405.0,1251.0
2021-10-19 19:20:00,6405.0,6404.0
2021-10-19 19:25:00,6405.0,1251.0
2021-10-19 19:25:00,6405.0,6404.0
2021-10-19 16:05:00,6406.0,6407.0
2021-10-19 16:10:00,6406.0,6405.0
2021-10-19 16:35:00,6406.0,4780.0
2021-10-19 16:40:00,6406.0,4780.0
2021-10-19 16:40:00,6406.0,6405.0
2021-10-19 16:50:00,6406.0,6407.0
2021-10-19 17:05:00,6406.0,6405.0
2021-10-19 17:15:00,6406.0,4780.0
2021-10-19 17:35:00,6406.0,6405.0
2021-10-19 17:35:00,6406.0,6407.0
2021-10-19 17:55:00,6406.0,6407.0
2021-10-19 18:45:00,6406.0,6405.0
2021-10-19 19:30:00,6406.0,6405.0
2021-10-19 19:35:00,6406.0,6407.0
2021-10-19 16:00:00,6407.0,6406.0
2021-10-19 16:55:00,6407.0,3699.0
2021-10-19 16:55:00,6407.0,3701.0
2021-10-19 17:05:00,6407.0,3701.0
2021-10-19 17:40:00,6407.0,6406.0
2021-10-19 17:45:00,6407.0,6406.0
2021-10-19 18:10:00,6407.0,6406.0
2021-10-19 18:30:00,6407.0,3699.0
2021-10-19 18:30:00,6407.0,6406.0
2021-10-19 18:45:00,6407.0,3699.0
2021-10-19 19:00:00,6407.0,3699.0
2021-10-19 19:10:00,6407.0,3701.0
2021-10-19 19:10:00,6407.0,6406.0
2021-10-19 19:15:00,6407.0,6406.0
2021-10-19 19:45:00,6407.0,3699.0
2021-10-19 19:50:00,6407.0,3699.0
2021-10-19 19:50:00,6407.0,6406.0
2021-10-19 16:05:00,14600.0,4948.0
2021-10-19 16:10:00,14600.0,4606.0
2021-10-19 16:10:00,14600.0,4948.0
2021-10-19 18:35:00,14600.0,4948.0
2021-10-19 18:40:00,6424.0,3615.0
2021-10-19 16:05:00,6432.0,6433.0
2021-10-19 16:10:00,6432.0,6433.0
2021-10-19 16:45:00,6432.0,6433.0
2021-10-19 16:50:00,6432.0,6433.0
2021-10-19 17:35:00,6432.0,6433.0
2021-10-19 17:40:00,6432.0,6433.0
2021-10-19 18:05:00,6432.0,6433.0
2021-10-19 18:10:00,6432.0,6433.0
2021-10-19 18:25:00,6432.0,6433.0
2021-10-19 18:30:00,6432.0,6433.0
2021-10-19 18:30:00,6432.0,4824.0
2021-10-19 18:50:00,6432.0,6433.0
2021-10-19 18:55:00,6432.0,6433.0
2021-10-19 18:55:00,6432.0,4824.0
2021-10-19 19:00:00,6432.0,6433.0
2021-10-19 19:10:00,6432.0,6433.0
2021-10-19 18:35:00,6433.0,6258.0
2021-10-19 17:30:00,4398.0,764.0
2021-10-19 17:40:00,4398.0,764.0
2021-10-19 17:35:00,4400.0,4398.0
2021-10-19 16:50:00,22837.0,28017.0
2021-10-19 17:10:00,22857.0,22887.0
2021-10-19 17:25:00,22857.0,22888.0
2021-10-19 18:15:00,22857.0,22887.0
2021-10-19 19:05:00,22857.0,22887.0
2021-10-19 19:10:00,22857.0,22887.0
2021-10-19 16:10:00,22860.0,19792.0
2021-10-19 18:55:00,22863.0,22857.0
2021-10-19 19:20:00,22863.0,22857.0
2021-10-19 16:20:00,22864.0,19791.0
2021-10-19 17:05:00,22864.0,22884.0
2021-10-19 17:05:00,22864.0,19791.0
2021-10-19 17:30:00,22864.0,19791.0
2021-10-19 19:45:00,22864.0,19791.0
2021-10-19 19:50:00,22864.0,19791.0
2021-10-19 17:15:00,22865.0,22857.0
2021-10-19 17:40:00,22865.0,22857.0
2021-10-19 19:20:00,22865.0,22857.0
2021-10-19 16:00:00,22877.0,22885.0
2021-10-19 18:15:00,22877.0,22885.0
2021-10-19 17:55:00,22879.0,22876.0
2021-10-19 17:25:00,22884.0,22876.0
2021-10-19 17:25:00,22884.0,22878.0
2021-10-19 16:10:00,22885.0,22865.0
2021-10-19 18:25:00,22885.0,19791.0
2021-10-19 19:10:00,22885.0,19791.0
2021-10-19 17:25:00,22886.0,22888.0
2021-10-19 17:30:00,22886.0,22888.0
2021-10-19 17:35:00,22886.0,22888.0
2021-10-19 16:05:00,22887.0,22897.0
2021-10-19 16:30:00,22887.0,9959.0
2021-10-19 17:50:00,22887.0,22897.0
2021-10-19 17:50:00,22887.0,19790.0
2021-10-19 18:25:00,22887.0,19790.0
2021-10-19 19:20:00,22887.0,19790.0
2021-10-19 17:50:00,22054.0,19142.0
2021-10-19 17:05:00,19207.0,19206.0
2021-10-19 18:05:00,19207.0,19163.0
2021-10-19 19:05:00,19207.0,19206.0
2021-10-19 19:10:00,19207.0,19206.0
2021-10-19 19:25:00,19207.0,19206.0
2021-10-19 19:30:00,19207.0,19206.0
2021-10-19 16:20:00,2430.0,2429.0
2021-10-19 16:25:00,2430.0,2429.0
2021-10-19 19:15:00,2430.0,2431.0
2021-10-19 19:35:00,19208.0,19209.0
2021-10-19 16:35:00,10626.0,12752.0
2021-10-19 16:35:00,10626.0,31242.0
2021-10-19 17:45:00,10626.0,31242.0
2021-10-19 18:15:00,10626.0,31242.0
2021-10-19 18:20:00,10626.0,12752.0
2021-10-19 18:40:00,10626.0,22129.0
2021-10-19 19:00:00,10626.0,31242.0
2021-10-19 17:35:00,24964.0,22050.0
2021-10-19 19:10:00,24964.0,22050.0
2021-10-19 18:40:00,24965.0,22043.0
2021-10-19 19:10:00,24965.0,22043.0
2021-10-19 16:25:00,10629.0,6687.0
2021-10-19 16:45:00,10629.0,6687.0
2021-10-19 17:05:00,10629.0,6687.0
2021-10-19 19:30:00,10629.0,6687.0
2021-10-19 16:20:00,10628.0,10626.0
2021-10-19 17:30:00,10628.0,10626.0
2021-10-19 18:25:00,10628.0,10626.0
2021-10-19 18:25:00,10628.0,1380.0
2021-10-19 18:30:00,10628.0,10626.0
2021-10-19 18:30:00,10628.0,1380.0
2021-10-19 18:50:00,10628.0,10626.0
2021-10-19 17:25:00,10627.0,10629.0
2021-10-19 17:50:00,10627.0,1380.0
2021-10-19 18:30:00,10627.0,1380.0
2021-10-19 18:40:00,10627.0,10629.0
2021-10-19 18:45:00,10627.0,10629.0
2021-10-19 16:15:00,4504.0,19433.0
2021-10-19 16:40:00,4504.0,4505.0
2021-10-19 16:50:00,4504.0,4505.0
2021-10-19 18:30:00,4504.0,4505.0
2021-10-19 16:30:00,2458.0,3001.0
2021-10-19 17:05:00,2458.0,11803.0
2021-10-19 17:10:00,2458.0,3001.0
2021-10-19 17:15:00,2458.0,3001.0
2021-10-19 17:15:00,2458.0,2460.0
2021-10-19 17:20:00,2458.0,11803.0
2021-10-19 17:20:00,2458.0,2460.0
2021-10-19 17:30:00,2458.0,3001.0
2021-10-19 17:30:00,2460.0,4863.0
2021-10-19 18:00:00,22078.0,22079.0
2021-10-19 18:40:00,22078.0,22079.0
2021-10-19 19:45:00,22078.0,22079.0
2021-10-19 16:00:00,25020.0,3640.0
2021-10-19 16:10:00,25020.0,19427.0
2021-10-19 16:50:00,25020.0,3640.0
2021-10-19 16:50:00,25020.0,19427.0
2021-10-19 18:10:00,4544.0,4545.0
2021-10-19 18:15:00,4545.0,4544.0
2021-10-19 19:20:00,4545.0,4544.0
2021-10-19 18:05:00,4546.0,4545.0
2021-10-19 19:10:00,4546.0,4545.0
2021-10-19 16:05:00,22072.0,19426.0
2021-10-19 17:10:00,12762.0,26309.0
2021-10-19 17:10:00,12764.0,20991.0
2021-10-19 17:15:00,12764.0,20991.0
2021-10-19 17:20:00,12764.0,20991.0
2021-10-19 18:40:00,12765.0,12769.0
2021-10-19 19:05:00,12769.0,14429.0
2021-10-19 16:55:00,12771.0,26310.0
2021-10-19 16:00:00,12773.0,12770.0
2021-10-19 16:55:00,12773.0,26310.0
2021-10-19 18:45:00,12773.0,12770.0
2021-10-19 16:00:00,12775.0,12770.0
2021-10-19 16:40:00,12775.0,12770.0
2021-10-19 17:15:00,12775.0,12770.0
2021-10-19 18:45:00,12775.0,12770.0
2021-10-19 19:10:00,12775.0,12770.0
2021-10-19 19:20:00,12775.0,26310.0
2021-10-19 16:45:00,12780.0,14310.0
2021-10-19 17:30:00,12780.0,21104.0
2021-10-19 17:55:00,12780.0,14310.0
2021-10-19 18:50:00,12780.0,14310.0
2021-10-19 19:15:00,12780.0,14310.0
2021-10-19 17:30:00,20973.0,20178.0
2021-10-19 17:35:00,20973.0,20178.0
2021-10-19 17:00:00,12781.0,1724.0
2021-10-19 17:05:00,12781.0,1724.0
2021-10-19 17:05:00,12781.0,12213.0
2021-10-19 17:45:00,12781.0,12213.0
2021-10-19 17:50:00,12781.0,12213.0
2021-10-19 18:00:00,12781.0,1724.0
2021-10-19 18:00:00,12781.0,12213.0
2021-10-19 18:55:00,12781.0,12213.0
2021-10-19 16:00:00,12774.0,14285.0
2021-10-19 16:05:00,12774.0,26317.0
2021-10-19 16:10:00,12774.0,26317.0
2021-10-19 16:35:00,12774.0,14285.0
2021-10-19 16:40:00,12774.0,14285.0
2021-10-19 16:45:00,12774.0,14285.0
2021-10-19 16:45:00,12774.0,26317.0
2021-10-19 16:50:00,12774.0,26317.0
2021-10-19 16:55:00,12774.0,14285.0
2021-10-19 17:05:00,12774.0,14285.0
2021-10-19 17:10:00,12774.0,26317.0
2021-10-19 17:25:00,12774.0,14285.0
2021-10-19 17:25:00,12774.0,14428.0
2021-10-19 17:30:00,12774.0,14285.0
2021-10-19 17:30:00,12774.0,14428.0
2021-10-19 17:40:00,12774.0,14428.0
2021-10-19 17:55:00,12774.0,14428.0
2021-10-19 18:10:00,12774.0,14428.0
2021-10-19 18:30:00,12774.0,26317.0
2021-10-19 19:00:00,12774.0,14428.0
2021-10-19 19:10:00,12774.0,14285.0
2021-10-19 19:15:00,12774.0,14285.0
2021-10-19 19:15:00,12774.0,26317.0
2021-10-19 19:45:00,12774.0,14285.0
2021-10-19 17:00:00,20988.0,20990.0
2021-10-19 18:20:00,20988.0,20990.0
2021-10-19 18:35:00,20988.0,20990.0
2021-10-19 16:25:00,4606.0,28767.0
2021-10-19 16:45:00,4606.0,28767.0
2021-10-19 17:30:00,20991.0,20989.0
2021-10-19 17:00:00,20992.0,20989.0
2021-10-19 17:00:00,20992.0,20990.0
2021-10-19 16:05:00,4607.0,4948.0
2021-10-19 16:35:00,4607.0,4948.0
2021-10-19 16:55:00,4607.0,4948.0
2021-10-19 17:40:00,4607.0,5507.0
2021-10-19 17:45:00,4607.0,5507.0
2021-10-19 17:55:00,4607.0,4948.0
2021-10-19 18:00:00,4607.0,4948.0
2021-10-19 18:20:00,4607.0,4948.0
2021-10-19 18:35:00,4607.0,4948.0
2021-10-19 18:40:00,4607.0,4948.0
2021-10-19 18:45:00,4607.0,14588.0
2021-10-19 19:10:00,4607.0,4948.0
2021-10-19 19:30:00,4607.0,4948.0
2021-10-19 19:35:00,4607.0,4948.0
2021-10-19 18:25:00,20990.0,12765.0
2021-10-19 18:30:00,20990.0,12765.0
2021-10-19 16:45:00,22088.0,19382.0
2021-10-19 16:50:00,22088.0,19382.0
2021-10-19 18:55:00,22088.0,22051.0
2021-10-19 19:10:00,22088.0,22089.0
2021-10-19 16:50:00,6687.0,3839.0
2021-10-19 16:55:00,6687.0,3839.0
2021-10-19 18:05:00,21044.0,21045.0
2021-10-19 18:35:00,21046.0,20065.0
2021-10-19 16:05:00,21049.0,22114.0
2021-10-19 16:25:00,21052.0,22116.0
2021-10-19 17:20:00,21052.0,22116.0
2021-10-19 17:35:00,21052.0,19555.0
2021-10-19 17:00:00,21053.0,22112.0
2021-10-19 19:50:00,21053.0,22112.0
2021-10-19 16:45:00,21054.0,4544.0
2021-10-19 19:25:00,21054.0,4544.0
2021-10-19 17:20:00,576.0,2668.0
2021-10-19 17:00:00,21061.0,19554.0
2021-10-19 17:05:00,21061.0,19554.0
2021-10-19 17:10:00,21061.0,19554.0
2021-10-19 17:10:00,21061.0,22084.0
2021-10-19 17:10:00,21061.0,1703.0
2021-10-19 19:05:00,21065.0,21068.0
2021-10-19 17:25:00,4687.0,10497.0
2021-10-19 18:15:00,4687.0,10497.0
2021-10-19 18:20:00,4687.0,10497.0
2021-10-19 16:55:00,21075.0,22121.0
2021-10-19 17:20:00,20064.0,21094.0
2021-10-19 18:05:00,21078.0,21088.0
2021-10-19 18:15:00,21078.0,21088.0
2021-10-19 18:15:00,21078.0,21065.0
2021-10-19 19:15:00,21078.0,19471.0
2021-10-19 19:20:00,21078.0,21088.0
2021-10-19 16:25:00,4689.0,4688.0
2021-10-19 16:30:00,4689.0,4688.0
2021-10-19 17:00:00,4689.0,4688.0
2021-10-19 17:05:00,4689.0,4688.0
2021-10-19 17:05:00,4689.0,4400.0
2021-10-19 17:15:00,4689.0,4400.0
2021-10-19 17:20:00,4689.0,4688.0
2021-10-19 16:15:00,2650.0,2653.0
2021-10-19 19:30:00,2650.0,25254.0
2021-10-19 16:20:00,2652.0,25254.0
2021-10-19 17:10:00,2652.0,25254.0
2021-10-19 17:10:00,2652.0,2655.0
2021-10-19 17:50:00,2652.0,2655.0
2021-10-19 18:25:00,2652.0,25254.0
2021-10-19 17:05:00,2654.0,25254.0
2021-10-19 18:00:00,21089.0,19471.0
2021-10-19 16:35:00,21085.0,148.0
2021-10-19 17:40:00,21085.0,5573.0
2021-10-19 19:05:00,21085.0,5573.0
2021-10-19 19:30:00,21085.0,5571.0
2021-10-19 17:05:00,21090.0,19246.0
2021-10-19 18:10:00,21090.0,19246.0
2021-10-19 18:15:00,21090.0,19246.0
2021-10-19 18:00:00,21086.0,19368.0
2021-10-19 16:25:00,21084.0,21085.0
2021-10-19 17:20:00,21084.0,21085.0
2021-10-19 18:05:00,21084.0,21085.0
2021-10-19 18:55:00,21084.0,21085.0
2021-10-19 17:35:00,21094.0,14565.0
2021-10-19 17:25:00,21095.0,20065.0
2021-10-19 18:40:00,21095.0,20065.0
2021-10-19 19:45:00,21096.0,19562.0
2021-10-19 18:10:00,21098.0,14562.0
2021-10-19 17:30:00,21102.0,19324.0
2021-10-19 17:40:00,21102.0,19324.0
2021-10-19 18:05:00,21102.0,19324.0
2021-10-19 18:15:00,21102.0,19324.0
2021-10-19 17:45:00,21103.0,30139.0
2021-10-19 18:15:00,21103.0,30139.0
2021-10-19 18:15:00,21103.0,30086.0
2021-10-19 18:20:00,21103.0,30086.0
2021-10-19 16:50:00,21105.0,14310.0
2021-10-19 18:20:00,21105.0,14310.0
2021-10-19 16:50:00,21109.0,1598.0
2021-10-19 18:50:00,21109.0,12776.0
2021-10-19 18:50:00,21109.0,1598.0
2021-10-19 19:20:00,21109.0,1598.0
2021-10-19 19:35:00,21109.0,1598.0
2021-10-19 19:35:00,21109.0,1679.0
2021-10-19 16:00:00,22106.0,19426.0
2021-10-19 16:05:00,22106.0,19426.0
2021-10-19 16:10:00,22106.0,22107.0
2021-10-19 16:15:00,22106.0,22107.0
2021-10-19 16:25:00,22106.0,19426.0
2021-10-19 16:35:00,22106.0,22107.0
